<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20090813;000000;167.2000000;169.7700000;163.2500000;165.9800000;85119132
20090814;000000;165.9900000;167.9000000;160.0000000;160.6600000;71918413
20090817;000000;156.1200000;156.7800000;152.4000000;153.3500000;67104977
20090818;000000;155.0200000;157.0000000;148.5600000;150.1300000;102128371
20090819;000000;151.4700000;152.5000000;147.7800000;151.8500000;77916090
20090820;000000;155.0900000;157.9400000;153.4000000;157.8000000;109438322
20090821;000000;155.4000000;167.8700000;154.5400000;167.1000000;130758064
20090824;000000;170.0000000;172.3000000;165.8100000;169.1000000;98986498
20090825;000000;165.1400000;174.1000000;164.3200000;169.2200000;109475990
20090826;000000;168.9800000;172.0000000;163.1000000;167.6000000;127259551
20090827;000000;166.1600000;168.6700000;162.0100000;163.3000000;100235621
20090828;000000;165.8900000;169.7000000;165.6000000;167.3000000;85424081
20090831;000000;164.5000000;165.0900000;161.8500000;163.1000000;59072567
20090901;000000;164.5000000;166.2100000;162.3300000;163.7100000;85971214
20090902;000000;160.7800000;161.5600000;157.8300000;159.3600000;92955227
20090903;000000;160.3000000;161.2200000;158.0000000;158.5000000;61870785
20090904;000000;159.5100000;162.7000000;154.6200000;157.5100000;117614210
20090907;000000;159.6000000;162.4400000;157.8000000;161.8800000;70339321
20090908;000000;161.8800000;167.1900000;161.5800000;166.0000000;112883867
20090909;000000;165.8000000;170.4800000;163.8000000;170.3600000;132961949
20090910;000000;172.1500000;175.4400000;170.4000000;172.8000000;132719925
20090911;000000;174.8400000;176.0000000;172.8000000;173.9500000;100941002
20090914;000000;170.0100000;172.4000000;168.9000000;172.3000000;71208379
20090915;000000;173.1000000;177.4300000;172.8200000;176.6000000;103748863
20090916;000000;179.0500000;183.4900000;178.3200000;181.9900000;121099771
20090917;000000;184.4100000;186.3900000;179.2200000;181.5000000;115966026
20090918;000000;179.1400000;182.6800000;176.7500000;182.4500000;80983752
20090921;000000;180.4500000;181.4000000;175.8500000;175.9700000;64392139
20090922;000000;177.5600000;184.4200000;177.5600000;183.4000000;79515568
20090923;000000;182.9800000;186.3500000;179.8100000;180.1800000;84419068
20090924;000000;178.3600000;183.7500000;176.6100000;177.1000000;123646581
20090925;000000;178.8900000;179.6500000;175.1000000;177.8000000;84008827
20090928;000000;175.1900000;180.6400000;174.3200000;180.5900000;73795731
20090929;000000;181.1500000;182.2600000;177.6400000;179.4900000;83673679
20090930;000000;180.0000000;180.1900000;174.3200000;175.0000000;89496367
20091001;000000;176.8900000;179.1500000;175.5100000;175.9700000;74036842
20091002;000000;173.4000000;174.1000000;167.0000000;171.0100000;94908740
20091005;000000;172.0000000;173.2500000;169.5600000;170.5000000;56186046
20091006;000000;173.3500000;175.6900000;172.6000000;175.1000000;70598282
20091007;000000;175.9900000;178.1200000;173.5200000;174.1500000;88087924
20091008;000000;176.0000000;179.0000000;176.0000000;178.8100000;93428882
20091009;000000;179.3000000;183.0000000;177.1000000;181.6100000;103826402
20091012;000000;183.5100000;193.0000000;183.1800000;192.9400000;160481029
20091013;000000;192.7700000;195.3800000;188.2000000;190.5000000;164156170
20091014;000000;194.6900000;201.7500000;194.6000000;200.4500000;168123431
20091015;000000;204.5600000;204.9700000;195.0200000;196.0100000;155485975
20091016;000000;200.0800000;200.6800000;190.6000000;191.5000000;116302381
20091019;000000;193.9700000;196.1000000;190.3700000;195.8200000;102722602
20091020;000000;198.9000000;199.8500000;194.8200000;196.4900000;104011982
20091021;000000;194.9100000;197.0000000;191.2300000;197.0000000;100182764
20091022;000000;194.0000000;194.4000000;190.0800000;192.2300000;89008478
20091023;000000;195.1000000;196.1900000;192.5600000;193.5000000;81698122
20091026;000000;192.5100000;198.1000000;191.9300000;193.8000000;82005943
20091027;000000;192.1100000;192.8700000;186.6500000;189.7300000;104339745
20091028;000000;188.5700000;189.0500000;178.0000000;178.5900000;112988697
20091029;000000;176.9600000;184.4900000;173.7800000;184.1000000;151091500
20091030;000000;185.4900000;185.4900000;175.0400000;175.9000000;104846832
20091102;000000;174.3100000;181.2000000;172.3000000;180.9900000;109482172
20091103;000000;178.9900000;179.1000000;173.7000000;174.1800000;89045211
20091105;000000;176.0000000;180.1700000;174.6300000;180.0000000;93421671
20091106;000000;180.4000000;180.5000000;173.5100000;174.9500000;84171877
20091109;000000;177.0700000;181.8600000;177.0300000;181.8200000;78257785
20091110;000000;181.4500000;184.7200000;178.5500000;183.3100000;91356689
20091111;000000;183.3700000;185.6400000;181.0200000;181.2000000;70628506
20091112;000000;180.9400000;180.9400000;176.6600000;179.3500000;75973172
20091113;000000;177.2500000;178.9900000;176.3900000;178.9000000;47091361
20091116;000000;182.0000000;186.4500000;181.9900000;186.3900000;71145821
20091117;000000;185.2900000;185.4000000;181.3700000;183.1500000;63514890
20091118;000000;184.8700000;189.5100000;183.4100000;184.6600000;115011843
20091119;000000;183.6500000;185.3900000;180.5000000;180.7000000;76182799
20091120;000000;181.3200000;182.6800000;177.5500000;177.9900000;70823043
20091123;000000;180.9000000;181.7000000;178.3200000;179.2000000;82482028
20091124;000000;177.0000000;177.9700000;174.2100000;175.9100000;81031328
20091125;000000;176.5500000;177.1100000;169.5300000;171.9900000;87453983
20091126;000000;170.0000000;170.0000000;164.7100000;167.1900000;75864234
20091127;000000;161.9000000;171.7000000;158.7500000;169.0000000;125559061
20091130;000000;171.9600000;172.5000000;165.2400000;166.4900000;90468299
20091201;000000;167.5300000;170.3700000;166.7000000;168.5900000;81130992
20091202;000000;168.5000000;171.6000000;166.0200000;167.5000000;88245518
20091203;000000;168.6000000;170.4600000;163.0200000;163.2800000;93601349
20091204;000000;162.0500000;168.7800000;161.2000000;168.5500000;82215821
20091207;000000;166.6200000;167.2800000;163.2400000;166.0000000;54753597
20091208;000000;164.5000000;168.1300000;163.7500000;167.2000000;81097960
20091209;000000;166.3000000;168.5000000;165.0000000;167.0100000;63607459
20091210;000000;165.8800000;167.7700000;164.1600000;166.0900000;51179519
20091211;000000;167.1000000;167.8000000;165.6600000;166.1100000;45899110
20091214;000000;167.5000000;167.7500000;165.8300000;167.0900000;29744719
20091215;000000;167.7200000;172.2400000;167.0800000;172.1900000;86766165
20091216;000000;171.7000000;181.7000000;171.5600000;181.0200000;132648669
20091217;000000;179.3300000;184.0000000;175.7800000;177.0000000;124359747
20091218;000000;177.7000000;182.8200000;177.5300000;181.6000000;91233274
20091221;000000;183.2200000;184.3900000;181.1000000;183.9000000;63220589
20091222;000000;183.7800000;183.9500000;181.6400000;182.5100000;46409107
20091223;000000;183.6600000;185.7000000;182.6500000;184.7700000;65061386
20091224;000000;186.0000000;186.0900000;179.2600000;180.9900000;53859971
20091225;000000;181.5800000;182.5700000;178.6000000;182.2000000;23450511
20091228;000000;182.9100000;183.5700000;180.8200000;181.1100000;28063302
20091229;000000;181.6000000;183.9000000;180.8600000;183.7400000;26893852
20091230;000000;183.3000000;183.5500000;180.8400000;181.7000000;24609539
20091231;000000;182.7800000;183.3300000;182.5500000;183.0900000;5047626
20100111;000000;192.5500000;196.9000000;191.0000000;194.5000000;59465172
20100112;000000;194.1000000;195.8000000;190.5500000;191.8000000;43441242
20100113;000000;189.8000000;191.8600000;188.3000000;189.3000000;52375480
20100114;000000;191.1900000;191.4600000;188.8800000;190.8300000;41093689
20100115;000000;190.0000000;192.1000000;187.2500000;187.8600000;55517101
20100118;000000;186.9700000;190.5000000;186.6000000;190.4000000;36485483
20100119;000000;190.1400000;190.4700000;187.3600000;189.7600000;48577626
20100120;000000;189.2000000;189.9000000;185.8200000;185.9800000;46820582
20100121;000000;187.1600000;187.1900000;182.3000000;182.7600000;62742166
20100122;000000;181.4900000;183.0000000;178.5100000;181.5000000;62766728
20100125;000000;179.0000000;184.3900000;178.9400000;182.8500000;48596806
20100126;000000;180.0100000;182.5000000;177.1000000;181.2900000;58930064
20100127;000000;180.7000000;183.9500000;178.0000000;182.0100000;66478271
20100128;000000;183.7500000;185.9800000;181.6700000;182.3000000;62483023
20100129;000000;180.5200000;186.4700000;179.9000000;186.4400000;58421953
20100201;000000;184.7500000;190.4000000;183.5000000;189.8500000;76241424
20100202;000000;191.2900000;192.6800000;190.0200000;192.2100000;66786962
20100203;000000;194.0000000;195.2700000;192.3000000;192.7000000;74612152
20100204;000000;192.6400000;193.3900000;185.7800000;186.5900000;72596540
20100205;000000;183.0400000;185.1400000;178.4200000;182.3100000;103157127
20100208;000000;181.8000000;184.3500000;174.6500000;175.3100000;90280526
20100209;000000;176.9800000;178.4400000;173.2800000;174.9100000;85445175
20100210;000000;176.1100000;176.5300000;169.9000000;171.4800000;82438757
20100211;000000;173.5300000;174.1800000;167.3200000;168.4000000;77394573
20100212;000000;170.4900000;172.2000000;162.0100000;163.0400000;112301898
20100215;000000;163.5500000;165.1600000;162.5000000;164.4500000;40189677
20100216;000000;165.4700000;172.3000000;165.2500000;172.1800000;81622882
20100217;000000;173.7700000;174.5000000;171.0500000;171.3500000;72255041
20100218;000000;170.5500000;170.7400000;166.3600000;168.4000000;74926678
20100219;000000;164.8000000;171.9700000;163.5500000;171.8300000;65146638
20100224;000000;170.0300000;172.1200000;167.8100000;171.0000000;50034730
20100225;000000;170.0000000;170.9700000;164.5000000;165.4800000;58719324
20100226;000000;166.9000000;168.1700000;164.2900000;166.7200000;57393829
20100227;000000;166.7100000;167.9000000;166.2100000;167.6100000;12717292
20100301;000000;168.7000000;170.7100000;166.3300000;168.2000000;58511166
20100302;000000;167.9800000;171.2100000;167.2600000;169.5100000;50287139
20100303;000000;168.8900000;171.1000000;167.1200000;170.1000000;50211947
20100304;000000;169.0400000;174.4400000;168.3700000;172.2700000;72166688
20100305;000000;174.0600000;177.5600000;173.7600000;176.8000000;90368301
20100309;000000;176.6200000;178.0900000;174.3400000;175.4700000;58860930
20100310;000000;174.8000000;177.7100000;172.6500000;173.7700000;64130850
20100311;000000;173.0100000;174.6900000;170.4000000;170.6200000;49240452
20100312;000000;172.4000000;174.7000000;171.4700000;172.7100000;58569566
20100315;000000;171.6000000;172.7000000;168.9100000;169.2700000;45483972
20100316;000000;169.9500000;171.9800000;169.5300000;171.3500000;40957005
20100317;000000;173.0200000;174.2200000;170.6900000;171.9400000;58350355
20100318;000000;171.2000000;173.2900000;170.3500000;170.6000000;46455714
20100319;000000;171.0100000;171.9700000;166.3900000;167.0600000;60944936
20100322;000000;166.3200000;169.6400000;164.8900000;169.2900000;68271396
20100323;000000;170.0200000;170.3300000;165.9600000;167.6000000;58209362
20100324;000000;168.0000000;168.9600000;164.7200000;164.8500000;54015845
20100325;000000;165.0000000;166.0000000;160.1100000;162.3000000;95035318
20100326;000000;161.9000000;162.7400000;159.4900000;161.1000000;79313075
20100329;000000;160.9500000;165.1400000;160.0100000;164.5500000;57981050
20100330;000000;165.3800000;170.6700000;165.2000000;170.4400000;105989776
20100331;000000;170.0000000;173.8600000;169.5100000;171.5000000;96441019
20100401;000000;172.4600000;176.1400000;172.3300000;175.0000000;94908340
20100402;000000;176.1500000;176.7000000;173.1100000;175.3400000;46522737
20100405;000000;176.3700000;176.5500000;173.8700000;175.8800000;29090638
20100406;000000;175.5100000;178.8300000;174.1200000;177.1000000;107075008
20100407;000000;177.4900000;178.0400000;174.7500000;174.9900000;59478100
20100408;000000;174.0100000;176.9900000;172.7600000;174.5400000;67325864
20100409;000000;175.9800000;176.6300000;174.0400000;175.1500000;55841194
20100412;000000;176.1600000;177.4800000;174.1800000;175.9300000;50074436
20100413;000000;174.7000000;175.9200000;173.7500000;174.3000000;42538315
20100414;000000;175.5700000;181.6100000;175.0400000;181.4000000;103449718
20100415;000000;182.8000000;185.2200000;181.4500000;185.1600000;123009078
20100416;000000;182.9900000;183.8600000;179.6100000;179.9900000;70700047
20100419;000000;177.0000000;177.1000000;173.3000000;174.5100000;84129689
20100420;000000;175.7400000;176.9000000;174.3000000;175.1500000;63843580
20100421;000000;175.9900000;176.7500000;171.2500000;173.0900000;68848602
20100422;000000;172.2500000;175.5000000;169.6700000;170.7000000;73358011
20100423;000000;171.5200000;175.0500000;170.8500000;175.0000000;63994764
20100426;000000;176.9000000;178.6800000;175.9600000;177.9900000;58579972
20100427;000000;176.6900000;176.8900000;173.6800000;175.6000000;49939901
20100428;000000;171.6000000;173.5000000;169.8500000;170.5600000;83968624
20100429;000000;171.7700000;175.4000000;171.2700000;174.5000000;71814184
20100430;000000;175.1000000;175.1700000;169.9300000;170.0000000;55733699
20100504;000000;171.4400000;172.2000000;163.9800000;164.2300000;59163748
20100505;000000;164.0000000;166.5000000;161.7500000;164.2000000;68578527
20100506;000000;162.9800000;167.2000000;162.7100000;163.7900000;64102854
20100507;000000;160.1000000;162.2300000;153.5000000;155.0000000;85190663
20100511;000000;159.9000000;161.9000000;157.6200000;160.0900000;59694316
20100512;000000;159.4900000;166.7000000;158.7600000;166.0700000;70356252
20100513;000000;166.9900000;168.4000000;160.8900000;162.9000000;64735522
20100514;000000;161.2700000;162.8400000;158.6300000;159.8600000;50588094
20100517;000000;156.8800000;162.6700000;156.3500000;161.3800000;66817017
20100518;000000;162.1100000;164.1100000;160.0100000;163.2800000;56102053
20100519;000000;159.8000000;160.5700000;156.0000000;157.8100000;64919897
20100520;000000;157.7300000;160.0000000;150.1200000;151.0500000;79934916
20100521;000000;151.0500000;153.0300000;146.7500000;150.0000000;95733911
20100524;000000;151.9800000;152.9900000;147.3300000;151.0000000;58607267
20100525;000000;145.7700000;147.5900000;142.0900000;143.0000000;70253198
20100526;000000;145.7800000;159.2000000;144.6100000;158.4400000;118146806
20100527;000000;157.9900000;159.7200000;153.7700000;158.4600000;97977981
20100528;000000;159.1700000;159.7100000;154.7000000;157.8800000;72635953
20100531;000000;157.5100000;160.4000000;156.6100000;159.8400000;32960892
20100601;000000;158.1900000;160.3100000;154.3900000;159.2600000;66892664
20100602;000000;157.2100000;164.7000000;156.6100000;163.8000000;87316760
20100603;000000;166.4700000;168.1900000;164.6800000;164.9800000;74433310
20100604;000000;166.1000000;167.9100000;161.1000000;163.0000000;82878818
20100607;000000;158.1900000;161.4100000;157.5500000;160.5900000;60811369
20100608;000000;161.5000000;163.4700000;157.0100000;157.3700000;72999094
20100609;000000;159.0000000;160.6000000;157.5300000;158.2000000;53105224
20100610;000000;159.1500000;159.1900000;155.7500000;157.7900000;64457880
20100611;000000;158.7900000;158.8500000;154.9000000;156.4400000;41808418
20100615;000000;157.1900000;159.7800000;156.2800000;159.7100000;44398281
20100616;000000;161.0000000;161.2000000;157.3000000;158.8000000;47951057
20100617;000000;158.4500000;160.7900000;156.3900000;156.6000000;58676660
20100618;000000;157.1200000;159.4900000;156.1000000;159.4000000;49962438
20100621;000000;161.7600000;163.7300000;161.3400000;162.8800000;48132216
20100622;000000;161.2000000;162.1200000;158.7000000;159.4400000;42072405
20100623;000000;158.0100000;159.5800000;157.0300000;158.1100000;33095432
20100624;000000;159.0000000;159.3300000;154.2000000;154.7000000;45620364
20100625;000000;154.4100000;156.4000000;151.7500000;152.0000000;44315718
20100628;000000;153.0000000;155.8100000;152.2000000;154.0000000;34352316
20100629;000000;152.1300000;152.1300000;149.0000000;149.8500000;41694402
20100630;000000;149.9700000;151.2700000;147.0300000;149.1000000;43550045
20100701;000000;146.9800000;147.7700000;143.0400000;143.2000000;50024329
20100702;000000;144.8000000;148.2700000;144.0500000;148.2500000;41703480
20100705;000000;147.9500000;149.8500000;146.8500000;148.0500000;22976578
20100706;000000;149.4700000;152.7000000;148.9500000;152.3800000;35954278
20100707;000000;150.6600000;153.6800000;148.3500000;153.4700000;43947848
20100708;000000;154.7100000;155.1600000;151.7000000;151.9700000;42110722
20100709;000000;153.0300000;154.5100000;150.8800000;154.2000000;32115196
20100712;000000;153.6800000;157.6000000;152.7200000;156.1300000;41361096
20100713;000000;155.8000000;160.4400000;155.1000000;159.0300000;55370167
20100714;000000;160.2300000;160.8500000;157.0000000;158.1200000;38419687
20100715;000000;157.8900000;161.0900000;156.5900000;157.1000000;50880075
20100716;000000;157.5700000;159.1100000;155.1500000;155.1900000;40559607
20100719;000000;155.0900000;158.2700000;154.0900000;156.6900000;33708371
20100720;000000;157.6900000;158.7500000;154.2600000;155.4700000;35675136
20100721;000000;156.8600000;159.7400000;156.4000000;158.2500000;47566305
20100722;000000;157.2000000;162.4400000;157.0300000;162.3000000;49516607
20100723;000000;162.5000000;162.9400000;160.0200000;160.9000000;37691958
20100726;000000;162.4900000;162.8600000;161.0000000;162.1300000;28755306
20100727;000000;162.1000000;165.2400000;161.4700000;164.3000000;52766610
20100728;000000;164.8000000;165.4000000;161.6100000;161.7900000;38800634
20100729;000000;162.3200000;167.0000000;161.7300000;165.5000000;47328215
20100730;000000;164.5000000;165.0900000;160.1300000;162.8500000;48418713
20100802;000000;163.9900000;169.5100000;163.9900000;168.9900000;53399936
20100803;000000;169.4800000;169.5000000;165.0500000;165.9200000;45622801
20100804;000000;165.6500000;169.3500000;163.6600000;167.0400000;60207530
20100805;000000;167.5500000;169.2300000;165.5500000;166.9500000;53599329
20100806;000000;167.6100000;169.0000000;165.2600000;166.8800000;43944735
20100809;000000;167.7400000;170.6400000;167.7300000;169.6100000;51448076
20100810;000000;168.7800000;169.2900000;165.6000000;166.5300000;49678565
20100811;000000;165.1400000;165.5000000;162.0900000;162.3000000;42790737
20100812;000000;161.8500000;163.4800000;160.1500000;162.4300000;42780897
20100813;000000;163.4100000;163.8800000;160.2600000;161.2600000;35415215
20100816;000000;161.1900000;163.1800000;158.9100000;163.1800000;38312614
20100817;000000;163.3700000;164.7000000;162.7200000;164.2000000;35876721
20100818;000000;163.9000000;164.0000000;162.2300000;162.4000000;27432359
20100819;000000;163.5000000;165.1800000;160.0400000;160.1000000;43431594
20100820;000000;160.1000000;161.1700000;157.8100000;158.7300000;42170720
20100823;000000;159.2500000;159.9000000;157.1300000;159.1100000;32867393
20100824;000000;157.8200000;158.3700000;155.4600000;156.6000000;34765491
20100825;000000;156.6000000;158.3300000;154.7200000;155.6100000;36801051
20100826;000000;157.4200000;158.8700000;156.8000000;158.7000000;40709007
20100827;000000;157.9100000;159.1800000;156.5000000;158.5600000;36583836
20100830;000000;159.9500000;160.4400000;158.6300000;159.0000000;31734434
20100831;000000;157.5400000;159.2000000;155.9400000;159.1500000;37258355
20100901;000000;159.6000000;162.7700000;158.0700000;161.7900000;48730998
20100902;000000;161.7900000;163.5700000;161.5300000;162.8000000;42681209
20100903;000000;162.9900000;164.6500000;161.1300000;163.0000000;49384015
20100906;000000;164.1100000;164.9000000;162.8000000;162.9500000;29482822
20100907;000000;162.4500000;162.4500000;160.7700000;161.5400000;27619419
20100908;000000;160.8700000;164.2400000;160.7800000;164.1400000;42905640
20100909;000000;163.7000000;167.3900000;163.2100000;165.5300000;54572142
20100910;000000;165.3400000;166.3700000;163.8900000;164.4000000;33895923
20100913;000000;166.2400000;166.9100000;164.8000000;165.0000000;39889463
20100914;000000;164.5100000;164.7500000;162.4300000;163.0000000;47407661
20100915;000000;162.9500000;164.1300000;161.6200000;163.8700000;43898286
20100916;000000;163.0700000;163.7900000;162.5100000;163.1700000;29468668
20100917;000000;164.6000000;165.3000000;162.0100000;162.1800000;37763011
20100920;000000;162.4700000;163.4400000;161.9100000;163.1500000;27180422
20100921;000000;163.3700000;164.9400000;162.4300000;163.1400000;34188179
20100922;000000;162.9500000;163.4300000;160.7900000;160.8000000;41656544
20100923;000000;161.0900000;161.6500000;158.5700000;159.2200000;43737115
20100924;000000;158.7700000;158.7900000;157.3700000;157.9700000;48539248
20100927;000000;159.4700000;159.8100000;157.1000000;157.5000000;44995047
20100928;000000;157.0700000;157.7000000;155.7100000;156.8000000;41608656
20100929;000000;157.5000000;159.0900000;157.1300000;157.8500000;42492680
20100930;000000;157.8500000;160.2900000;157.8100000;160.0000000;54723017
20101001;000000;160.0000000;162.0100000;159.4700000;160.5400000;60923751
20101004;000000;161.4000000;163.1400000;160.5000000;161.9900000;61902787
20101005;000000;162.0000000;162.5300000;160.3100000;162.4400000;61546943
20101006;000000;163.5000000;164.4000000;162.0000000;163.0000000;67921495
20101007;000000;163.2700000;164.0000000;162.1500000;162.4900000;43529081
20101008;000000;162.2800000;163.3500000;161.3600000;163.3500000;43243330
20101011;000000;164.0100000;165.1500000;163.6500000;165.0000000;35204894
20101012;000000;163.4000000;163.8400000;162.5600000;163.0000000;44302117
20101013;000000;163.8600000;165.0300000;162.8400000;164.7400000;57311591
20101014;000000;165.5300000;165.7500000;161.6600000;162.3000000;56195281
20101015;000000;162.3500000;163.1200000;160.6300000;161.0000000;44072759
20101018;000000;160.2400000;163.6000000;159.7200000;163.4000000;51360780
20101019;000000;163.3900000;164.6700000;161.5200000;162.2700000;57126626
20101020;000000;161.4700000;162.8700000;160.5300000;161.9000000;39951196
20101021;000000;162.1100000;165.9800000;161.0600000;165.8000000;76097438
20101022;000000;165.3000000;169.7000000;164.5600000;168.4900000;80826770
20101025;000000;170.0100000;171.4000000;169.2100000;169.6200000;76302827
20101026;000000;169.5500000;169.9700000;167.3500000;168.4500000;50388722
20101027;000000;168.1500000;168.5000000;167.0000000;167.0200000;42794681
20101028;000000;167.7100000;169.5000000;166.5000000;167.1700000;46129940
20101029;000000;166.8200000;170.4700000;166.5600000;168.8900000;50896413
20101101;000000;169.9900000;171.4000000;169.4000000;169.8900000;46087533
20101102;000000;169.9300000;170.5000000;168.9500000;170.1600000;28573798
20101103;000000;170.2600000;171.0000000;169.5600000;170.1900000;33887892
20101108;000000;174.3800000;175.3500000;173.6000000;174.2000000;62888228
20101109;000000;174.0200000;177.4400000;174.0200000;176.1000000;70927999
20101110;000000;175.0400000;175.5100000;173.1000000;174.4700000;54807302
20101111;000000;175.3900000;175.7400000;172.3600000;172.6000000;42875766
20101112;000000;170.9900000;172.8000000;169.9000000;171.8800000;46123354
20101113;000000;171.1800000;171.9100000;170.6200000;171.6900000;13316997
20101115;000000;172.0000000;173.2000000;170.5700000;171.7900000;35088226
20101116;000000;170.8200000;170.8500000;168.4800000;169.5700000;37314860
20101117;000000;168.4500000;170.1900000;167.6600000;168.8100000;40258848
20101118;000000;169.5700000;170.7000000;169.2000000;170.7000000;33926359
20101119;000000;170.6900000;172.3000000;169.2300000;172.2000000;43812677
20101122;000000;172.9800000;174.0900000;169.5200000;169.7100000;56322495
20101123;000000;168.9700000;169.5000000;166.9000000;167.7000000;47873576
20101124;000000;168.2000000;170.5000000;165.6000000;170.3200000;65358337
20101125;000000;170.5000000;173.7800000;169.6000000;172.6000000;62109192
20101126;000000;171.8300000;175.1000000;171.7100000;174.4900000;76524288
20101129;000000;175.5000000;176.3700000;172.2000000;173.0300000;55407889
20101130;000000;173.6600000;175.0000000;172.2700000;174.2000000;46094132
20101201;000000;174.7000000;183.0000000;174.5500000;182.4900000;148081682
20101202;000000;184.0500000;189.7400000;182.7200000;189.2000000;170181764
20101203;000000;189.2000000;193.3000000;187.8500000;190.7000000;159431094
20101206;000000;191.1100000;194.5500000;191.1100000;194.3000000;94455773
20101207;000000;194.9900000;196.3000000;191.7500000;192.9500000;102870484
20101208;000000;191.3500000;193.6000000;189.7100000;190.9000000;72268870
20101209;000000;192.8500000;193.4900000;191.1000000;192.8300000;55623604
20101210;000000;192.8300000;194.1500000;191.3100000;192.8700000;49300524
20101213;000000;194.1000000;196.5000000;193.8000000;195.8000000;63397521
20101214;000000;195.0400000;197.7500000;194.0900000;197.2000000;62753629
20101215;000000;196.5600000;198.1500000;193.5000000;195.5600000;74594996
20101216;000000;194.6600000;195.2600000;192.6000000;193.4300000;51025469
20101217;000000;194.0000000;196.5000000;193.4300000;194.1100000;61446994
20101220;000000;193.8400000;194.9000000;192.8500000;194.0300000;32299486
20101221;000000;195.2500000;196.1100000;194.4900000;195.5200000;29012272
20101222;000000;196.2100000;197.8400000;195.9000000;197.0000000;42184311
20101223;000000;197.1100000;197.1700000;195.0700000;196.0100000;32028477
20101224;000000;196.3900000;196.5500000;194.5100000;195.3200000;16880249
20101227;000000;195.0800000;195.8000000;194.0900000;194.9000000;17073821
20101228;000000;195.1900000;195.3200000;194.1100000;194.4100000;17412509
20101229;000000;194.7100000;195.2000000;191.5200000;192.5000000;24168621
20101230;000000;192.5200000;193.9800000;191.7000000;193.5000000;20577619
20110111;000000;193.9200000;194.4000000;191.9800000;194.1500000;32734445
20110112;000000;194.9800000;200.9500000;194.3200000;200.6400000;69727226
20110113;000000;200.6500000;202.8500000;196.5100000;197.4000000;74213300
20110114;000000;196.8900000;198.8400000;194.1200000;195.9200000;67338242
20110117;000000;195.9900000;199.9500000;195.3500000;198.7000000;52545140
20110118;000000;199.0000000;201.3500000;196.5000000;198.8000000;78888491
20110119;000000;199.6400000;200.5500000;197.5500000;198.1200000;57791074
20110120;000000;196.5300000;196.6900000;193.2400000;194.2000000;65724818
20110121;000000;194.6800000;195.1800000;191.8100000;192.7100000;74665628
20110124;000000;193.5700000;193.6000000;187.2600000;189.0500000;70597589
20110125;000000;190.4200000;192.4400000;188.8800000;190.0000000;57640202
20110126;000000;190.8000000;197.5000000;190.7700000;197.1400000;89885588
20110127;000000;197.8800000;202.0000000;195.7300000;201.3000000;126860884
20110128;000000;200.5300000;202.2400000;199.0300000;199.7000000;77685896
20110131;000000;198.4800000;198.7000000;195.8300000;196.9800000;50887125
20110201;000000;198.4300000;205.0000000;197.8000000;204.9100000;87925574
20110202;000000;205.5000000;211.2400000;205.4000000;209.5100000;140814431
20110203;000000;210.4200000;212.9000000;206.3000000;207.0300000;90014503
20110204;000000;208.3000000;213.7500000;207.7000000;213.3000000;112591143
20110207;000000;213.9000000;215.2000000;210.7500000;213.6000000;67542008
20110208;000000;213.2000000;216.6500000;210.2800000;210.4000000;116194137
20110209;000000;211.5400000;215.4500000;209.6900000;215.1500000;86628289
20110210;000000;214.0300000;214.8700000;208.0100000;208.2200000;87342082
20110211;000000;208.3100000;210.3000000;205.2200000;208.5000000;80493458
20110214;000000;210.0100000;211.4800000;203.5000000;203.5100000;71882630
20110215;000000;203.7100000;205.2000000;199.3300000;199.5000000;84116617
20110216;000000;200.0200000;200.9000000;196.0700000;199.4000000;104428611
20110217;000000;200.5200000;201.1300000;195.2200000;195.4500000;68943114
20110218;000000;196.2800000;197.2700000;194.1200000;195.5000000;67867279
20110221;000000;196.2900000;199.3600000;194.8500000;198.9200000;54732567
20110222;000000;197.5000000;198.4500000;195.5200000;197.8000000;56384196
20110224;000000;199.8000000;209.3000000;199.2700000;208.0500000;147395444
20110225;000000;208.9000000;211.2500000;205.1100000;209.3000000;92056064
20110228;000000;210.2900000;212.7500000;207.2500000;210.7100000;67884559
20110301;000000;212.3700000;214.9000000;208.2500000;209.4800000;99433930
20110302;000000;208.3000000;212.1500000;207.8800000;212.0000000;65704160
20110303;000000;212.6200000;215.3000000;212.6000000;213.5400000;84652840
20110304;000000;214.2400000;214.8800000;212.1200000;212.9000000;49119910
20110305;000000;213.0800000;214.3900000;212.8000000;214.1200000;17906080
20110309;000000;214.3900000;216.1200000;212.0600000;214.7700000;56843450
20110310;000000;213.5500000;214.4400000;207.6700000;207.9500000;66812850
20110311;000000;205.9000000;209.8800000;204.0000000;209.1000000;77281830
20110314;000000;208.0900000;217.2800000;207.9100000;216.2500000;134332220
20110315;000000;212.9900000;217.6500000;210.2800000;217.5000000;159041750
20110316;000000;219.3400000;224.1500000;218.5200000;221.8100000;165679720
20110317;000000;221.6500000;225.8400000;221.4500000;224.9100000;109912800
20110318;000000;226.5300000;226.8900000;221.6500000;224.1000000;76465280
20110321;000000;225.0200000;226.1500000;221.7500000;222.3600000;54644880
20110322;000000;222.6700000;223.3500000;219.5300000;220.3200000;53503650
20110323;000000;219.6100000;223.7000000;219.2000000;223.5000000;61392750
